GrainID,EquivalentDiameter,AspectRatio
5,13.0366035846337,3.73870975068519
17,11.8144693583161,2.56294406027336
23,16.5306893287211,2.22227734896736
113,16.4585154778321,1.55594346833912
120,25.8938803043444,1.15098053849377
123,18.6309034854915,1.48873847006344
138,33.4580539639692,1.34042663935786
158,18.575849291651,1.17531547889769
209,22.4398050240728,1.95243398986366
237,23.1641485115904,1.57423505607881
247,22.4815043877544,1.57871421458834
249,32.8023220251204,1.07362111952672
271,15.2900831570751,1.63613215337946
273,17.9855710674659,1.70348077315856
288,13.5196965452497,1.06012719490099
303,22.8096315512279,1.22624962578717
307,23.6251557040854,2.20271766726355
308,9.70369345080326,1.13685656346946
350,8.05321294555456,1.60294011219318
358,16.2388620940663,1.50074647397504
371,9.9557578764889,1.37845478571056
389,24.3975512245661,1.3705399725197
408,25.8516075259907,1.25129536233247
449,21.083244625569,1.32419260736511
470,17.9387589267536,1.08586596958365
477,14.1466530190528,1.43764123460732
512,9.9665970281767,1.23089389007842
515,19.457039553916,1.83555482792606
535,20.1837859540187,1.44647281946635
544,19.620849302152,1.42922895302679
554,16.4067106945549,1.43744550830905
629,9.57621036579752,1.91844931717921
651,23.5286619510165,1.4307960546511
698,22.9432090457612,1.38259417673624
701,18.6528414395565,1.07483072384718
720,14.5338565752746,1.22100291410371
732,14.7069843061221,1.53973056624687
734,23.1181292745884,1.32335857542387
743,26.4048922599527,1.28142407825419
769,33.4478537227712,1.2578703325708
776,12.2612403080812,1.22223546158061
780,36.3731689953454,1.03967048439038
782,18.3319078504503,1.59981056175614
788,19.1500007321453,1.60364821558085
804,31.5168885798459,1.8598983900708
837,13.0369942448113,1.6681398121561
851,15.4743369939857,1.03896345648577
864,15.4009991947626,1.36391846410107
865,23.5950748251871,1.28420663230684
883,25.682237051137,1.31990826871975
896,28.6602533215109,1.62859415823321
914,17.482231560022,1.36741719576579
928,38.6811538455767,1.18484462319817
960,20.9231804598093,1.20759110255743
980,16.835538178439,1.40767298420373
981,12.0986664394291,1.551682464034
989,31.5029964645183,1.25104362386192
1011,11.0651141794834,1.20120783955935
1097,24.7499418047524,1.58371675209118
1237,9.97022448735231,1.35657327299977
1251,24.5662838563996,1.72390630277043
1255,14.4933440898621,1.47402661808023
1262,20.1528771959599,1.33613943141482
1328,9.3835295101711,1.38365429563079
1336,8.23407588968835,2.62030752920455
1343,20.8916347944674,1.44045225340108
1347,12.1957483798755,1.70274669068053
1354,11.2441384556101,1.41104187463478
1357,46.0271159717613,1.7696566005245
1368,25.8162895235227,1.24784452896676
1371,10.3335877383517,1.22343654933279
1375,19.8322710309039,1.28452203118612
1396,22.1717174758024,1.65310513680311
1409,18.9797937668917,1.63949533863836
1424,22.1338066816213,1.13663101487565
1442,24.3967788419864,1.60534462213487
1452,9.57900208951247,1.65504044400251
1480,22.8761059287823,2.78755373901603
1511,16.6885867379832,1.66992424242647
1523,16.4705947605973,1.22723482226343
1561,16.7766418842843,1.41469496818973
1577,34.1686999506831,1.11887483756358
1624,19.5676824929973,1.79643013432759
1687,27.9661532035248,1.55979265088282
1696,23.6280873221839,1.558929644568
1712,13.4852593787499,1.16491232637997
1715,16.3252718661579,1.2651138533213
1717,22.1789520084262,1.30543866779258
1719,23.8143935346735,1.11465664149407
1723,37.5854547002576,1.18941594841806
1734,11.8380688642617,1.51590286821845
1747,43.1363402135215,1.27483151348247
1759,29.5853701562476,1.23674382369192
1767,22.6244159417145,1.14701801213847
1773,11.495653162995,1.45232410971353
1779,18.831847125813,1.90983627213813
1800,27.575065881514,1.42965052012801
1839,38.0990136782457,1.18733427371199
1859,9.29647484381666,1.33598156314643
1863,16.0771818523747,1.37056430810522
1864,17.7118871086116,2.08625467458243
1866,8.35838823097003,1.30310113126839
1888,15.0589714438351,1.07604600260786
1898,24.7963010039267,1.69219636222126
1913,38.11352154388,2.25654323371136
1915,23.0615195883388,1.25758345931993
1929,13.9391506053028,1.19173064994214
1932,22.3669913155296,1.35015669999539
1944,16.7256549868848,2.8447387616656
1962,13.587390754207,1.3051373740396
1963,35.6211556640535,1.13532265733792
1984,11.7730347635624,1.64533241779467
1995,8.73904714923123,1.29370026304883
1996,36.911723099466,1.21647165751737
2000,31.4765934528822,1.04609456385802
2016,32.6880441170123,1.44053719527157
2036,34.0697193293825,1.46391530168638
2064,9.70185631103184,1.73952975161561
2119,22.624179576098,1.18869409620445
2125,21.8618505980075,2.26324595452043
2137,23.3095170540142,1.1079494297283
2149,34.9988004029556,1.57074644539577
2165,13.7274734378671,2.44442888429303
2188,20.9279142923251,1.08178214573153
2204,13.0144535367879,1.89513095559246
2221,36.8738497585872,1.36251881030236
2260,20.4601748109085,1.32184032271181
2288,21.329482506224,1.17610807927523
2290,15.0189598484234,1.55403101826089
2298,30.0212142817869,1.20707736560851
2334,10.2627682583095,1.78401660716104
2383,32.2296379790462,2.23272044704876
2393,9.83511749299333,1.44234437371893
