GrainID,EquivalentDiameter,AspectRatio
1,28.1320224463139,3.45239168093025
2,31.8680727071327,6.00137771920815
3,24.5205127192022,6.38742999661955
4,25.3102389408212,8.14259297195522
5,25.3750498180176,4.36294722500766
6,25.1167038866779,3.736933960945
7,25.0028938519252,4.14302116313179
8,27.2238282299902,3.20502390174704
9,24.4321450687269,1.90977488341765
10,23.3537689717318,3.01316139583692
11,29.4275034764644,2.68928439634644
12,30.6064919118336,2.66275355456507
13,35.733070983941,3.23576544527161
14,25.2238808810593,2.59551746900988
15,20.9578774890529,7.27795397678244
16,25.1506452227577,3.13869522501207
17,39.7133765218576,2.53684972996884
18,37.4448508002538,3.55201528973019
19,28.9727694059955,3.87417605116939
20,31.0692805620484,3.23489779586768
21,27.0638749960337,2.91976954544921
22,27.8006957709029,3.80991187285889
23,30.0837927112266,2.73517699774064
24,31.0282215483732,3.34806404339084
25,25.644945680254,3.34324437652981
26,33.0892260668652,3.0603920176765
27,32.0315126934836,2.35275140006259
28,31.4638773360849,2.63997784150424
29,26.376934064204,3.14059172919519
30,30.5698617195168,2.78823361945801
31,27.4922469369923,4.18375509141096
32,30.3705930694889,3.06437198848306
33,30.7000536041579,3.67200478620484
34,32.4857109134902,1.60679180786967
35,32.9839146796149,3.85996970266472
36,34.1333299226379,3.09323108560355
37,34.0790123761304,3.00335387558137
38,46.8353819581312,2.9329300996228
39,40.4261423319439,2.99826145007989
40,25.1185414385083,2.34642547882811
41,34.1131342711346,5.22350974780209
42,23.894877594232,1.38685455269863
43,29.6454650115908,1.96005001256692
44,29.0832479489411,2.34175665292204
45,35.2079615422884,2.62608624380683
46,39.4278916383515,3.46047920348043
47,38.9995820074597,4.40935300736409
48,38.1606173325771,3.36521922705065
49,33.0196020683153,1.79249267467402
50,36.2135446426182,2.07222674598482
51,34.3203067021696,2.17848663541536
52,24.6996503590616,1.64355372897483
53,32.7096179270751,1.82680698722371
54,25.480578053646,1.21628578274174
55,36.3741736224182,1.80800028113318
56,31.1499589333339,1.15585211101416
57,35.6952811182166,2.31549763011809
58,36.560703921688,1.71590643076753
59,44.9872830546784,4.58075732872158
60,22.678666869922,1.98747482650624
61,39.7543930654388,2.28231881936777
62,30.4519727131534,1.50751903231928
63,33.677770667808,1.84982398308525
64,28.028697752389,3.02588477172312
65,30.1608807088171,1.20270430583643
66,30.6275448279514,1.66971518512907
67,34.7000903638353,1.50779648076776
68,32.5273277043701,2.04365412615529
69,32.1347944954245,1.48205487039437
70,26.7396104111345,1.50429532562913
71,33.8199068171858,1.38859739934827
72,38.8500144288258,2.03866728374832
73,31.9002190232939,2.0389171263672
74,41.7925885555217,3.55574439521314
75,47.7931852899154,2.38746768788213
76,34.0562610306343,4.0376519323359
77,21.4642069493807,3.22778911253907
78,26.2340876383095,2.99660805562127
79,40.5534198059444,1.805596502461
80,29.3049107016529,3.21103465888127
81,25.528440899807,1.8163574686363
82,34.3788727141026,1.9218870350959
83,30.0436118310686,1.66307237525785
84,37.0010738812569,3.62823874252971
85,46.3017848536555,2.00872224887126
86,26.5516393622119,1.70055933075884
87,33.2776693464597,1.21026239763024
88,28.6385544683698,1.70736010540718
89,39.1124606820365,1.79724724408546
90,27.982381459096,1.60870618643516
91,36.2911633096899,1.69852110345379
92,32.0809131540905,1.14948293713653
93,39.0737437876918,2.0495293360784
94,44.1124462222745,2.58568493676722
95,41.5931719121882,2.39421210801677
96,34.4704137607734,1.25362375856628
97,31.4863788964959,1.75204725802646
98,31.0820843792488,1.67837506155974
99,34.5230552043163,1.33880620282524
100,33.1207637979174,1.17409288086828
101,36.2982232800375,1.68888864666457
102,49.4654001641836,3.21055081183346
103,29.1558853346461,2.19068257705694
104,33.3084074927112,1.59524542639235
105,37.7125182964488,2.61531633088806
106,43.8486024624665,1.36580676233754
107,38.3776253182039,2.22882384095333
108,54.6019810782233,2.70527870710833
109,34.6380701641435,2.22755581239481
110,41.6187631105901,1.46622578364083
111,39.3540332663124,2.0031306829824
112,22.6587977178626,2.25946562123964
113,44.0736077186534,2.17248873547751
114,34.8878160535635,1.98307136289253
115,45.9534753595839,1.66021336380763
116,23.0698355607088,1.92150052776484
117,50.7523575431289,1.67801713500499
118,21.0698939736957,1.3278951777633
119,44.5799746588783,2.92641280621871
120,38.9237251836219,1.49218194914216
121,24.2802184464139,1.18931279919076
122,24.7198750179377,1.37997049855724
123,32.7461388896537,2.2103976333996
124,26.4780489012387,1.46395288370566
125,36.3059832780487,1.41847559466901
126,21.9023308593432,1.21458897889308
127,21.2268036498609,2.26276161579426
128,21.6430507417324,1.64203390870917
129,37.8993066679331,1.47297087980785
130,41.5479950546344,1.2711955306727
131,26.7991833830577,2.01192625374776
132,20.5742853835227,1.72943913985372
133,52.4689032783317,2.0749007774495
134,35.3154288428344,2.38060694680555
135,59.1704971579169,2.55687022146887
136,42.6709752225411,2.16485030531607
137,45.4293496437036,2.07014175665842
138,34.3542815904628,1.42839613291387
139,31.0302732248585,1.15008483986883
140,39.5438140721425,1.1666334055768
141,46.8098546880756,1.3170214483913
142,43.7846377262123,2.9914889201013
143,37.4046631187734,1.03639038364787
144,33.5707025176415,2.06706044282726
145,25.31583478853,1.57641835983568
146,28.1501204003767,1.35481795627116
147,60.1351465980048,2.12657535888748
148,24.7550033908512,1.8696193393984
149,25.7052600480087,1.74770869418739
150,40.8283852602079,1.65052491137349
151,39.7869678472109,1.23372028588261
152,29.1960341555029,1.85816944993335
153,35.5534352098668,1.26546103880997
154,21.9751661729643,1.28717337198685
155,23.9216383424248,1.55246796912956
156,23.2297481852639,1.60989047381077
157,51.3309902667454,1.84212377367355
158,27.225348189994,1.27364221705898
159,46.7045051889155,2.1206126701333
160,54.1831473851262,1.40194316503568
161,36.492077092732,1.1834773198394
162,28.8684293235878,1.29791793373038
163,46.5361681324734,1.74196433449946
164,42.6472096680166,1.49624165266171
165,45.4336235304988,2.11876602544342
166,40.93369425519,1.84983767518992
